"x1","y1","x2","y2","length","digit1","digit2","digit3","digit4","digit5","digit6"
"30","5","49","35","2","2","7","-1","-1","-1","-1"
"18","2","41","21","3","2","4","2","-1","-1","-1"
"61","12","105","69","3","1","6","6","-1","-1","-1"
"30","5","48","30","2","2","2","-1","-1","-1","-1"
"17","5","30","20","2","6","8","-1","-1","-1","-1"
"56","6","120","70","2","3","9","-1","-1","-1","-1"
"12","1","29","14","2","5","10","-1","-1","-1","-1"
"33","9","53","33","2","4","6","-1","-1","-1","-1"
"20","5","32","18","2","3","4","-1","-1","-1","-1"
"20","1","39","24","3","1","7","4","-1","-1","-1"
"68","12","140","87","3","1","3","3","-1","-1","-1"
"19","2","37","21","3","1","1","6","-1","-1","-1"
"18","3","42","28","2","2","2","-1","-1","-1","-1"
"28","5","56","24","4","2","1","3","8","-1","-1"
"31","7","48","27","2","1","2","-1","-1","-1","-1"
"24","3","45","28","2","2","7","-1","-1","-1","-1"
"70","7","95","34","3","7","2","3","-1","-1","-1"
"18","4","40","23","2","9","7","-1","-1","-1","-1"
"66","25","85","51","1","8","-1","-1","-1","-1","-1"
"40","10","81","37","4","2","2","4","7","-1","-1"
"48","12","113","60","3","1","1","5","-1","-1","-1"
"9","1","49","30","2","2","3","-1","-1","-1","-1"
"21","1","41","25","2","2","1","-1","-1","-1","-1"
"30","7","49","36","2","1","1","-1","-1","-1","-1"
"26","4","31","20","1","6","-1","-1","-1","-1","-1"
"38","7","53","36","1","7","-1","-1","-1","-1","-1"
"77","22","111","60","2","4","9","-1","-1","-1","-1"
"28","2","66","32","2","4","3","-1","-1","-1","-1"
"22","7","50","24","3","2","9","10","-1","-1","-1"
"110","20","184","91","2","7","2","-1","-1","-1","-1"
"39","6","57","43","2","5","4","-1","-1","-1","-1"
"50","9","103","65","2","8","5","-1","-1","-1","-1"
"23","5","53","26","3","1","4","3","-1","-1","-1"
"194","22","233","54","2","8","1","-1","-1","-1","-1"
"125","49","188","100","3","2","6","7","-1","-1","-1"
"27","5","40","33","1","5","-1","-1","-1","-1","-1"
"66","13","89","76","1","1","-1","-1","-1","-1","-1"
"20","1","46","27","2","5","8","-1","-1","-1","-1"
"107","40","178","99","4","1","2","4","2","-1","-1"
"19","1","39","19","3","1","2","10","-1","-1","-1"
"36","6","62","41","2","4","4","-1","-1","-1","-1"
"28","4","48","34","2","2","10","-1","-1","-1","-1"
"107","50","149","84","3","1","10","8","-1","-1","-1"
"19","4","30","17","2","6","8","-1","-1","-1","-1"
"34","2","59","41","2","7","9","-1","-1","-1","-1"
"70","21","97","68","1","1","-1","-1","-1","-1","-1"
"29","1","65","38","2","5","2","-1","-1","-1","-1"
"38","2","67","44","1","2","-1","-1","-1","-1","-1"
"40","7","96","57","2","4","4","-1","-1","-1","-1"
"90","17","159","63","3","8","9","5","-1","-1","-1"
"38","7","74","43","2","2","2","-1","-1","-1","-1"
"69","9","105","84","1","2","-1","-1","-1","-1","-1"
"57","6","140","73","2","3","10","-1","-1","-1","-1"
"27","4","44","34","1","4","-1","-1","-1","-1","-1"
"79","21","122","70","2","3","7","-1","-1","-1","-1"
"26","3","71","31","3","1","8","3","-1","-1","-1"
"26","4","65","36","3","1","10","7","-1","-1","-1"
"84","21","149","83","2","3","8","-1","-1","-1","-1"
"39","7","55","46","2","2","1","-1","-1","-1","-1"
"26","4","57","33","2","3","9","-1","-1","-1","-1"
"23","4","47","25","2","4","2","-1","-1","-1","-1"
"108","22","179","129","3","1","2","10","-1","-1","-1"
"25","5","52","29","2","4","5","-1","-1","-1","-1"
"40","7","75","43","2","3","9","-1","-1","-1","-1"
"60","15","134","75","2","3","5","-1","-1","-1","-1"
"33","4","65","36","2","4","7","-1","-1","-1","-1"
"43","7","76","40","2","1","6","-1","-1","-1","-1"
"22","2","44","26","2","2","3","-1","-1","-1","-1"
"22","4","40","19","2","6","3","-1","-1","-1","-1"
"31","4","69","38","2","8","10","-1","-1","-1","-1"
"30","6","51","31","2","4","7","-1","-1","-1","-1"
"22","2","48","25","2","6","9","-1","-1","-1","-1"
"30","8","63","29","4","3","9","3","10","-1","-1"
"35","5","86","39","3","1","2","6","-1","-1","-1"
"24","2","61","31","3","2","1","5","-1","-1","-1"
"28","3","54","26","2","2","5","-1","-1","-1","-1"
"26","1","62","28","3","2","2","4","-1","-1","-1"
"28","6","51","37","2","1","7","-1","-1","-1","-1"
"35","10","63","38","2","7","1","-1","-1","-1","-1"
"30","1","59","33","2","2","7","-1","-1","-1","-1"
"38","4","66","46","1","3","-1","-1","-1","-1","-1"
"29","4","61","27","2","1","3","-1","-1","-1","-1"
"19","1","49","26","3","4","7","8","-1","-1","-1"
"31","4","71","30","2","3","10","-1","-1","-1","-1"
"47","15","55","36","2","1","7","-1","-1","-1","-1"
"41","7","89","46","3","3","1","4","-1","-1","-1"
"111","20","175","146","1","6","-1","-1","-1","-1","-1"
"20","2","28","19","1","7","-1","-1","-1","-1","-1"
"14","1","21","17","1","5","-1","-1","-1","-1","-1"
"31","9","66","32","2","6","9","-1","-1","-1","-1"
"54","7","98","51","3","1","4","4","-1","-1","-1"
"26","1","44","29","1","4","-1","-1","-1","-1","-1"
"37","8","56","33","2","3","6","-1","-1","-1","-1"
"23","3","54","24","3","2","7","5","-1","-1","-1"
"34","7","41","28","1","6","-1","-1","-1","-1","-1"
"50","10","83","41","3","1","4","9","-1","-1","-1"
"36","3","74","52","2","8","3","-1","-1","-1","-1"
"22","2","42","23","2","3","5","-1","-1","-1","-1"
"18","1","53","18","4","1","6","5","8","-1","-1"
"13","1","30","17","2","1","3","-1","-1","-1","-1"
"41","6","79","44","2","4","5","-1","-1","-1","-1"
"48","10","71","52","2","2","9","-1","-1","-1","-1"
"48","4","83","52","3","5","9","7","-1","-1","-1"
"30","7","50","32","2","1","1","-1","-1","-1","-1"
"53","16","100","49","3","7","1","7","-1","-1","-1"
"35","8","62","42","2","1","1","-1","-1","-1","-1"
"58","14","80","40","2","3","9","-1","-1","-1","-1"
"84","21","133","78","2","2","7","-1","-1","-1","-1"
"41","3","95","58","2","3","7","-1","-1","-1","-1"
"33","1","70","43","2","9","2","-1","-1","-1","-1"
"21","4","37","20","2","5","7","-1","-1","-1","-1"
"17","1","42","22","3","2","5","2","-1","-1","-1"
"6","1","29","13","3","1","2","4","-1","-1","-1"
"95","26","145","67","3","4","8","8","-1","-1","-1"
"74","14","108","57","3","2","2","6","-1","-1","-1"
"177","63","252","158","2","1","5","-1","-1","-1","-1"
"19","1","32","23","1","7","-1","-1","-1","-1","-1"
"21","1","39","26","2","6","6","-1","-1","-1","-1"
"33","5","57","37","2","2","6","-1","-1","-1","-1"
"22","6","34","20","2","9","6","-1","-1","-1","-1"
"19","2","59","21","4","1","5","1","5","-1","-1"
"43","6","53","31","1","6","-1","-1","-1","-1","-1"
"47","10","103","61","2","2","2","-1","-1","-1","-1"
"38","11","62","36","2","4","10","-1","-1","-1","-1"
"51","15","91","51","3","1","3","8","-1","-1","-1"
"67","22","88","58","1","9","-1","-1","-1","-1","-1"
"54","8","125","65","2","3","4","-1","-1","-1","-1"
"26","3","40","27","2","4","4","-1","-1","-1","-1"
"16","4","41","24","2","2","5","-1","-1","-1","-1"
"21","5","45","22","3","1","2","3","-1","-1","-1"
"30","3","59","41","1","3","-1","-1","-1","-1","-1"
"59","20","91","52","2","5","5","-1","-1","-1","-1"
"189","29","256","71","3","3","5","4","-1","-1","-1"
"21","4","44","24","2","4","2","-1","-1","-1","-1"
"63","23","93","44","3","5","4","6","-1","-1","-1"
"34","5","59","40","2","1","7","-1","-1","-1","-1"
"29","6","72","29","3","1","5","5","-1","-1","-1"
"39","11","63","46","2","7","5","-1","-1","-1","-1"
"13","1","32","14","3","4","2","3","-1","-1","-1"
"21","1","52","22","3","1","1","1","-1","-1","-1"
"25","1","60","32","2","3","6","-1","-1","-1","-1"
"42","6","68","37","2","3","2","-1","-1","-1","-1"
"33","5","69","33","2","3","8","-1","-1","-1","-1"
"44","7","80","50","1","4","-1","-1","-1","-1","-1"
"48","13","80","43","2","3","10","-1","-1","-1","-1"
"34","3","52","41","2","7","1","-1","-1","-1","-1"
"17","1","31","17","2","6","7","-1","-1","-1","-1"
"49","12","74","42","2","3","8","-1","-1","-1","-1"
"25","6","41","25","2","7","3","-1","-1","-1","-1"
"140","23","210","130","1","6","-1","-1","-1","-1","-1"
"14","2","19","15","1","1","-1","-1","-1","-1","-1"
"54","8","118","66","2","1","4","-1","-1","-1","-1"
"23","6","53","32","3","1","2","5","-1","-1","-1"
"162","37","218","80","3","1","3","4","-1","-1","-1"
"36","8","78","44","3","2","3","5","-1","-1","-1"
"288","41","495","381","1","4","-1","-1","-1","-1","-1"
"94","36","157","71","3","1","6","1","-1","-1","-1"
"31","3","60","33","2","2","2","-1","-1","-1","-1"
"44","9","73","52","2","1","4","-1","-1","-1","-1"
"18","5","49","24","3","2","10","7","-1","-1","-1"
"36","10","68","38","2","8","7","-1","-1","-1","-1"
"112","14","158","82","2","4","5","-1","-1","-1","-1"
"22","2","49","23","2","3","2","-1","-1","-1","-1"
"29","9","50","31","2","7","2","-1","-1","-1","-1"
"20","5","28","19","1","3","-1","-1","-1","-1","-1"
"55","13","110","57","4","1","6","6","8","-1","-1"
"48","8","115","55","3","1","2","8","-1","-1","-1"
"24","7","41","31","2","4","3","-1","-1","-1","-1"
"17","3","26","17","1","5","-1","-1","-1","-1","-1"
"21","1","40","25","2","1","10","-1","-1","-1","-1"
"18","3","36","25","2","1","8","-1","-1","-1","-1"
"37","5","62","35","2","6","2","-1","-1","-1","-1"
"31","1","68","40","2","1","7","-1","-1","-1","-1"
"15","6","30","21","2","8","6","-1","-1","-1","-1"
"16","1","26","15","2","2","7","-1","-1","-1","-1"
"40","8","70","35","2","9","1","-1","-1","-1","-1"
"74","12","101","48","2","7","3","-1","-1","-1","-1"
"42","4","91","56","2","2","6","-1","-1","-1","-1"
"36","6","66","35","3","1","10","9","-1","-1","-1"
"160","16","332","201","2","1","3","-1","-1","-1","-1"
"76","17","144","74","3","1","8","1","-1","-1","-1"
"65","15","98","53","2","1","6","-1","-1","-1","-1"
"44","12","66","35","2","3","4","-1","-1","-1","-1"
"32","1","58","39","1","5","-1","-1","-1","-1","-1"
"20","6","34","21","2","1","4","-1","-1","-1","-1"
"38","6","76","53","2","1","6","-1","-1","-1","-1"
"33","6","78","42","2","7","2","-1","-1","-1","-1"
"44","4","83","52","2","3","7","-1","-1","-1","-1"
"22","2","41","28","2","5","7","-1","-1","-1","-1"
"60","12","119","50","4","3","8","10","6","-1","-1"
"27","3","58","34","3","3","5","8","-1","-1","-1"
"45","3","79","63","2","1","3","-1","-1","-1","-1"
"109","25","169","96","2","5","8","-1","-1","-1","-1"
"31","7","66","35","3","1","2","6","-1","-1","-1"
"18","5","36","19","2","2","9","-1","-1","-1","-1"
"84","10","118","84","1","7","-1","-1","-1","-1","-1"
"72","18","136","88","2","2","10","-1","-1","-1","-1"
"15","1","55","18","4","1","9","3","10","-1","-1"
"144","17","198","59","3","2","3","6","-1","-1","-1"
"36","4","63","42","2","4","4","-1","-1","-1","-1"
"42","3","93","51","2","3","8","-1","-1","-1","-1"
"23","6","39","24","2","6","1","-1","-1","-1","-1"
"39","6","67","47","2","2","5","-1","-1","-1","-1"
"33","6","64","48","2","2","1","-1","-1","-1","-1"
"67","17","105","72","3","2","8","8","-1","-1","-1"
"56","5","118","75","2","3","1","-1","-1","-1","-1"
"34","6","50","33","2","1","1","-1","-1","-1","-1"
"16","1","27","17","2","9","10","-1","-1","-1","-1"
"0","6","50","64","2","1","9","-1","-1","-1","-1"
"45","26","72","56","2","1","3","-1","-1","-1","-1"
"27","8","40","30","1","8","-1","-1","-1","-1","-1"
"29","2","53","37","2","1","10","-1","-1","-1","-1"
"46","9","105","51","2","3","10","-1","-1","-1","-1"
"29","6","43","26","2","7","3","-1","-1","-1","-1"
"17","1","36","25","1","5","-1","-1","-1","-1","-1"
"34","4","92","40","3","1","10","8","-1","-1","-1"
"47","7","84","56","2","5","10","-1","-1","-1","-1"
"23","4","53","30","3","1","3","1","-1","-1","-1"
"29","1","82","47","2","8","5","-1","-1","-1","-1"
"75","20","114","80","1","6","-1","-1","-1","-1","-1"
"20","1","42","24","2","1","2","-1","-1","-1","-1"
"47","13","101","55","3","6","2","8","-1","-1","-1"
"36","3","81","48","2","9","6","-1","-1","-1","-1"
"18","2","42","25","2","1","5","-1","-1","-1","-1"
"27","4","45","27","2","2","1","-1","-1","-1","-1"
"131","20","229","143","2","1","1","-1","-1","-1","-1"
"74","19","130","67","3","1","6","2","-1","-1","-1"
"173","34","291","220","3","1","10","3","-1","-1","-1"
"26","1","60","29","3","1","6","10","-1","-1","-1"
"34","8","67","47","2","9","4","-1","-1","-1","-1"
"39","7","60","42","2","1","1","-1","-1","-1","-1"
"33","6","67","35","2","5","10","-1","-1","-1","-1"
"21","1","46","24","3","1","9","1","-1","-1","-1"
"55","16","87","47","2","4","4","-1","-1","-1","-1"
"19","1","44","24","2","2","3","-1","-1","-1","-1"
"44","6","81","63","2","1","2","-1","-1","-1","-1"
"70","13","129","72","2","3","5","-1","-1","-1","-1"
"30","5","54","38","3","2","5","4","-1","-1","-1"
"80","12","147","97","2","1","7","-1","-1","-1","-1"
"23","3","42","24","2","2","7","-1","-1","-1","-1"
"19","5","35","21","2","7","2","-1","-1","-1","-1"
"29","11","48","31","2","5","10","-1","-1","-1","-1"
"26","4","49","31","2","1","10","-1","-1","-1","-1"
"23","5","39","30","3","2","1","1","-1","-1","-1"
"53","11","95","56","2","9","1","-1","-1","-1","-1"
"66","21","98","53","3","4","10","7","-1","-1","-1"
"23","3","48","28","2","7","9","-1","-1","-1","-1"
"26","1","54","36","2","3","2","-1","-1","-1","-1"
"87","16","161","66","4","2","1","5","8","-1","-1"
"17","3","56","24","2","2","8","-1","-1","-1","-1"
"34","1","73","52","2","1","2","-1","-1","-1","-1"
"30","3","61","25","3","2","3","10","-1","-1","-1"
"71","20","148","73","3","1","6","3","-1","-1","-1"
"22","1","36","29","1","3","-1","-1","-1","-1","-1"
"30","8","78","28","4","3","6","10","8","-1","-1"
"21","6","38","29","1","3","-1","-1","-1","-1","-1"
"95","23","162","112","3","1","3","5","-1","-1","-1"
"58","13","110","62","2","5","3","-1","-1","-1","-1"
"42","6","79","47","2","3","9","-1","-1","-1","-1"
"49","7","93","65","2","1","5","-1","-1","-1","-1"
"35","5","56","39","1","5","-1","-1","-1","-1","-1"
"117","42","154","97","3","1","6","4","-1","-1","-1"
"172","48","219","88","4","1","6","8","10","-1","-1"
"29","1","85","37","3","2","7","5","-1","-1","-1"
"28","2","56","37","2","1","1","-1","-1","-1","-1"
"45","12","88","42","3","1","7","9","-1","-1","-1"
"30","7","60","28","3","1","4","9","-1","-1","-1"
"143","40","208","120","2","1","8","-1","-1","-1","-1"
"31","5","42","38","1","9","-1","-1","-1","-1","-1"
"36","4","60","38","2","8","9","-1","-1","-1","-1"
"29","7","64","36","3","5","1","7","-1","-1","-1"
"36","3","96","48","3","7","3","7","-1","-1","-1"
"27","7","49","29","2","6","2","-1","-1","-1","-1"
"19","5","45","27","3","3","8","3","-1","-1","-1"
"23","1","54","28","2","1","4","-1","-1","-1","-1"
"15","1","30","19","2","2","4","-1","-1","-1","-1"
"36","5","51","27","1","4","-1","-1","-1","-1","-1"
"24","2","86","35","3","3","8","9","-1","-1","-1"
"35","8","51","26","2","1","3","-1","-1","-1","-1"
"41","10","57","37","1","3","-1","-1","-1","-1","-1"
"35","7","45","33","2","1","5","-1","-1","-1","-1"
"14","2","29","15","2","1","6","-1","-1","-1","-1"
"40","11","61","41","2","1","9","-1","-1","-1","-1"
"63","7","143","80","2","6","4","-1","-1","-1","-1"
"33","8","53","36","2","2","5","-1","-1","-1","-1"
"5","15","47","48","2","5","10","-1","-1","-1","-1"
"40","2","68","51","2","2","8","-1","-1","-1","-1"
"54","8","106","61","3","4","9","8","-1","-1","-1"
"102","21","204","95","3","5","7","10","-1","-1","-1"
"34","6","63","40","3","1","2","3","-1","-1","-1"
"28","4","58","36","2","3","4","-1","-1","-1","-1"
"25","3","56","28","2","2","3","-1","-1","-1","-1"
"19","1","43","21","3","2","2","10","-1","-1","-1"
"45","11","71","45","2","1","8","-1","-1","-1","-1"
"80","24","123","63","2","4","2","-1","-1","-1","-1"
"45","6","58","36","1","3","-1","-1","-1","-1","-1"
"98","22","175","113","2","4","1","-1","-1","-1","-1"
"27","4","78","33","3","2","10","5","-1","-1","-1"
"17","1","32","21","1","5","-1","-1","-1","-1","-1"
"49","10","65","43","1","4","-1","-1","-1","-1","-1"
"86","18","134","81","2","1","6","-1","-1","-1","-1"
"25","6","30","28","1","7","-1","-1","-1","-1","-1"
"39","7","83","46","2","2","6","-1","-1","-1","-1"
"14","1","28","17","2","5","1","-1","-1","-1","-1"
"32","9","51","32","2","4","10","-1","-1","-1","-1"
"23","6","47","25","2","3","3","-1","-1","-1","-1"
"25","4","42","30","3","1","1","2","-1","-1","-1"
"36","7","78","43","2","8","10","-1","-1","-1","-1"
"33","5","44","26","1","7","-1","-1","-1","-1","-1"
"29","4","62","41","1","9","-1","-1","-1","-1","-1"
"13","2","21","13","1","6","-1","-1","-1","-1","-1"
"23","3","33","30","1","4","-1","-1","-1","-1","-1"
"25","3","47","25","2","3","2","-1","-1","-1","-1"
"95","19","242","108","4","3","10","2","10","-1","-1"
"59","8","114","71","3","1","5","3","-1","-1","-1"
"19","2","36","17","3","2","5","8","-1","-1","-1"
"27","4","51","32","2","2","7","-1","-1","-1","-1"
"28","5","48","28","3","6","5","2","-1","-1","-1"
"34","3","70","43","3","1","5","1","-1","-1","-1"
"63","17","116","58","3","1","6","8","-1","-1","-1"
"29","3","55","29","3","4","8","10","-1","-1","-1"
"17","1","32","18","2","2","10","-1","-1","-1","-1"
"98","32","159","88","2","6","7","-1","-1","-1","-1"
"30","3","66","34","2","5","10","-1","-1","-1","-1"
"153","94","216","156","2","3","8","-1","-1","-1","-1"
"49","9","83","58","1","2","-1","-1","-1","-1","-1"
"23","1","35","21","2","1","3","-1","-1","-1","-1"
"34","7","57","43","2","1","3","-1","-1","-1","-1"
"23","2","41","21","2","1","6","-1","-1","-1","-1"
"24","5","38","30","1","8","-1","-1","-1","-1","-1"
"24","7","37","25","2","1","1","-1","-1","-1","-1"
"48","5","125","68","2","4","2","-1","-1","-1","-1"
"42","7","61","44","2","1","1","-1","-1","-1","-1"
"24","3","33","21","1","4","-1","-1","-1","-1","-1"
"40","4","58","46","1","3","-1","-1","-1","-1","-1"
"43","2","84","58","2","1","6","-1","-1","-1","-1"
"26","2","41","34","1","9","-1","-1","-1","-1","-1"
"48","7","98","64","2","1","8","-1","-1","-1","-1"
"155","77","234","143","2","5","5","-1","-1","-1","-1"
"27","2","59","35","2","1","4","-1","-1","-1","-1"
"25","4","54","28","3","6","10","8","-1","-1","-1"
"110","14","192","129","2","1","8","-1","-1","-1","-1"
"51","16","82","43","3","5","5","5","-1","-1","-1"
"36","3","51","31","2","1","1","-1","-1","-1","-1"
"43","9","63","34","1","5","-1","-1","-1","-1","-1"
"18","3","40","24","3","5","3","5","-1","-1","-1"
"17","2","41","20","2","2","2","-1","-1","-1","-1"
"20","1","45","22","2","8","9","-1","-1","-1","-1"
"148","44","252","142","3","3","3","9","-1","-1","-1"
"67","14","99","80","1","3","-1","-1","-1","-1","-1"
"69","8","160","84","2","4","8","-1","-1","-1","-1"
"52","11","98","54","3","1","1","4","-1","-1","-1"
"89","12","182","64","3","4","6","3","-1","-1","-1"
"49","13","66","56","1","4","-1","-1","-1","-1","-1"
"47","8","101","56","2","7","7","-1","-1","-1","-1"
"57","5","89","51","2","1","3","-1","-1","-1","-1"
"75","50","112","91","2","1","9","-1","-1","-1","-1"
"23","1","44","25","2","3","1","-1","-1","-1","-1"
"13","1","20","15","1","2","-1","-1","-1","-1","-1"
"13","1","28","14","3","2","10","4","-1","-1","-1"
"34","7","44","42","1","1","-1","-1","-1","-1","-1"
"46","6","69","48","1","4","-1","-1","-1","-1","-1"
"168","114","231","166","2","7","10","-1","-1","-1","-1"
"26","4","45","28","2","2","5","-1","-1","-1","-1"
"37","6","63","38","2","4","10","-1","-1","-1","-1"
"115","48","167","86","3","3","10","7","-1","-1","-1"
"27","1","64","28","4","2","1","7","8","-1","-1"
"30","6","59","29","2","3","1","-1","-1","-1","-1"
"58","13","81","42","2","5","5","-1","-1","-1","-1"
"30","4","56","36","2","2","4","-1","-1","-1","-1"
"46","62","216","217","2","5","4","-1","-1","-1","-1"
"35","11","64","36","2","4","2","-1","-1","-1","-1"
"31","8","54","35","2","4","7","-1","-1","-1","-1"
"92","5","213","126","2","1","2","-1","-1","-1","-1"
"41","9","62","36","2","4","7","-1","-1","-1","-1"
"30","5","49","31","2","2","8","-1","-1","-1","-1"
"21","5","37","24","2","2","3","-1","-1","-1","-1"
"51","14","74","48","2","1","1","-1","-1","-1","-1"
"47","17","74","50","2","5","6","-1","-1","-1","-1"
"53","16","85","63","2","2","2","-1","-1","-1","-1"
"14","3","31","17","2","7","10","-1","-1","-1","-1"
"21","1","52","26","2","1","8","-1","-1","-1","-1"
"42","11","73","43","2","3","10","-1","-1","-1","-1"
"28","6","35","28","1","9","-1","-1","-1","-1","-1"
"20","1","38","21","2","4","10","-1","-1","-1","-1"
"80","13","142","93","2","4","4","-1","-1","-1","-1"
"68","10","111","68","2","1","2","-1","-1","-1","-1"
"31","2","48","37","2","1","4","-1","-1","-1","-1"
"25","4","46","26","2","4","3","-1","-1","-1","-1"
"74","13","120","61","3","1","9","3","-1","-1","-1"
"20","1","69","27","4","3","1","1","1","-1","-1"
"34","8","58","33","2","7","2","-1","-1","-1","-1"
"39","7","85","47","2","9","8","-1","-1","-1","-1"
"50","6","113","58","2","8","1","-1","-1","-1","-1"
"19","33","85","94","3","3","5","7","-1","-1","-1"
"20","2","29","21","1","5","-1","-1","-1","-1","-1"
"28","1","88","36","3","1","7","4","-1","-1","-1"
"26","4","35","24","1","4","-1","-1","-1","-1","-1"
"32","10","51","24","3","2","10","2","-1","-1","-1"
"63","12","127","59","3","2","8","4","-1","-1","-1"
"40","4","103","51","2","3","4","-1","-1","-1","-1"
"60","11","90","47","1","7","-1","-1","-1","-1","-1"
"22","4","29","22","1","2","-1","-1","-1","-1","-1"
"27","2","59","34","2","8","3","-1","-1","-1","-1"
"57","6","153","72","3","1","10","2","-1","-1","-1"
"20","4","39","20","3","1","10","6","-1","-1","-1"
"19","2","37","22","2","4","4","-1","-1","-1","-1"
"47","2","81","59","2","1","1","-1","-1","-1","-1"
"12","2","34","18","3","2","3","4","-1","-1","-1"
"29","3","48","25","2","5","1","-1","-1","-1","-1"
"49","7","94","47","2","7","9","-1","-1","-1","-1"
"22","1","43","20","2","3","4","-1","-1","-1","-1"
"181","72","212","105","2","1","8","-1","-1","-1","-1"
"28","4","63","34","3","4","7","6","-1","-1","-1"
"14","1","39","21","3","1","8","6","-1","-1","-1"
"52","7","118","63","2","4","7","-1","-1","-1","-1"
"19","2","68","20","4","2","3","10","10","-1","-1"
"80","19","153","77","3","9","4","3","-1","-1","-1"
"23","3","69","24","4","2","6","9","5","-1","-1"
"23","2","42","25","2","2","10","-1","-1","-1","-1"
"19","3","30","26","1","9","-1","-1","-1","-1","-1"
"65","15","100","71","2","9","1","-1","-1","-1","-1"
"29","5","68","33","3","1","10","2","-1","-1","-1"
"19","3","26","21","1","1","-1","-1","-1","-1","-1"
"109","4","165","75","1","6","-1","-1","-1","-1","-1"
"24","2","69","23","3","2","2","5","-1","-1","-1"
"24","1","49","25","2","6","10","-1","-1","-1","-1"
"32","6","57","35","2","6","10","-1","-1","-1","-1"
"21","3","33","20","2","1","7","-1","-1","-1","-1"
"24","1","45","31","1","5","-1","-1","-1","-1","-1"
"20","2","35","22","2","4","3","-1","-1","-1","-1"
"51","15","78","35","3","7","10","3","-1","-1","-1"
"34","12","67","46","2","5","2","-1","-1","-1","-1"
"53","1","113","67","2","4","5","-1","-1","-1","-1"
"19","6","29","22","1","5","-1","-1","-1","-1","-1"
"22","4","49","29","2","1","6","-1","-1","-1","-1"
"15","2","27","17","2","7","2","-1","-1","-1","-1"
"54","13","87","52","2","1","2","-1","-1","-1","-1"
"19","4","30","20","2","9","7","-1","-1","-1","-1"
"19","1","41","23","3","1","9","3","-1","-1","-1"
"20","3","46","26","2","6","9","-1","-1","-1","-1"
"0","2","9","16","1","2","-1","-1","-1","-1","-1"
"36","4","63","39","2","4","9","-1","-1","-1","-1"
"24","3","41","27","2","1","1","-1","-1","-1","-1"
"80","16","190","99","2","2","2","-1","-1","-1","-1"
"105","31","210","114","3","5","9","5","-1","-1","-1"
"68","4","139","85","2","8","1","-1","-1","-1","-1"
"20","2","38","21","2","5","9","-1","-1","-1","-1"
"27","1","54","28","2","2","5","-1","-1","-1","-1"
"19","4","33","19","2","4","9","-1","-1","-1","-1"
"31","6","50","26","2","2","3","-1","-1","-1","-1"
"69","7","108","39","2","3","10","-1","-1","-1","-1"
"28","6","53","33","3","1","2","3","-1","-1","-1"
"29","2","57","37","2","1","2","-1","-1","-1","-1"
"19","1","39","27","2","2","4","-1","-1","-1","-1"
"40","7","53","34","1","8","-1","-1","-1","-1","-1"
"49","10","95","59","2","4","1","-1","-1","-1","-1"
"65","25","112","57","4","1","8","7","7","-1","-1"
"67","8","109","55","2","5","8","-1","-1","-1","-1"
"20","7","40","32","2","6","2","-1","-1","-1","-1"
"47","10","88","53","2","1","7","-1","-1","-1","-1"
"12","1","58","18","4","1","2","5","4","-1","-1"
"17","1","31","18","2","1","4","-1","-1","-1","-1"
"84","18","151","81","2","5","5","-1","-1","-1","-1"
"22","2","31","15","1","8","-1","-1","-1","-1","-1"
"52","6","112","69","2","7","1","-1","-1","-1","-1"
"23","4","38","26","2","9","2","-1","-1","-1","-1"
"31","23","75","53","3","1","6","10","-1","-1","-1"
"38","10","76","53","2","2","10","-1","-1","-1","-1"
"21","1","34","24","2","2","3","-1","-1","-1","-1"
"44","9","86","35","2","3","9","-1","-1","-1","-1"
"42","10","90","50","2","4","4","-1","-1","-1","-1"
"251","40","308","91","3","1","8","10","-1","-1","-1"
"37","9","59","45","1","6","-1","-1","-1","-1","-1"
"37","5","76","43","2","3","1","-1","-1","-1","-1"
"19","4","27","20","1","1","-1","-1","-1","-1","-1"
"21","1","53","30","2","2","2","-1","-1","-1","-1"
"123","20","157","46","3","1","4","9","-1","-1","-1"
"34","6","68","36","2","4","10","-1","-1","-1","-1"
"17","1","28","20","1","2","-1","-1","-1","-1","-1"
"27","5","64","36","3","8","6","2","-1","-1","-1"
"36","6","57","37","1","2","-1","-1","-1","-1","-1"
"24","1","57","34","3","1","7","2","-1","-1","-1"
"13","1","26","16","2","5","7","-1","-1","-1","-1"
"54","10","82","48","1","2","-1","-1","-1","-1","-1"
"62","7","82","47","1","1","-1","-1","-1","-1","-1"
"66","13","111","59","3","1","10","8","-1","-1","-1"
"45","5","81","52","2","1","10","-1","-1","-1","-1"
"22","1","50","33","2","6","8","-1","-1","-1","-1"
"46","5","92","63","2","1","5","-1","-1","-1","-1"
"37","7","72","41","2","3","8","-1","-1","-1","-1"
"23","5","40","25","2","4","2","-1","-1","-1","-1"
"59","11","108","61","2","1","10","-1","-1","-1","-1"
"57","17","105","86","3","1","8","6","-1","-1","-1"
"55","6","119","62","2","4","2","-1","-1","-1","-1"
"62","20","123","50","3","2","8","5","-1","-1","-1"
"59","18","90","52","2","3","3","-1","-1","-1","-1"
"24","6","45","25","2","1","4","-1","-1","-1","-1"
"43","3","57","32","1","6","-1","-1","-1","-1","-1"
"30","3","63","33","2","8","2","-1","-1","-1","-1"
"31","3","68","43","2","2","4","-1","-1","-1","-1"
